City_ID,City,Country,Date,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed
283,Nanortalik,GL,2021-04-20 17:15:11,60.1432,-45.2371,35.6,78,100,2.42
284,Gamboma,CG,2021-04-20 17:15:11,-1.8764,15.8644,76.44,78,98,1.66
285,Oinacu,RO,2021-04-20 17:15:12,43.95,26.0167,55.0,74,100,6.42
286,Comodoro Rivadavia,AR,2021-04-20 17:14:15,-45.8667,-67.5,57.2,72,0,2.3
287,Athabasca,CA,2021-04-20 17:15:12,54.7169,-113.2854,46.4,31,51,6.91
288,Drumheller,CA,2021-04-20 17:15:05,51.4617,-112.7101,44.6,39,17,2.3
289,San Miguel,SV,2021-04-20 17:15:07,13.4833,-88.1833,87.8,66,40,1.9
290,Talnakh,RU,2021-04-20 17:15:13,69.4865,88.3972,-9.87,89,27,2.28
291,Namatanai,PG,2021-04-20 17:15:13,-3.6667,152.4333,79.9,82,100,5.19
292,Icod De Los Vinos,ES,2021-04-20 17:15:14,28.3724,-16.7119,68.0,60,11,8.75
293,Rock Sound,BS,2021-04-20 17:11:19,24.9,-76.2,79.18,80,57,7.85
294,Billings,US,2021-04-20 17:12:57,45.7833,-108.5007,39.0,44,75,16.11
295,Kasongo-Lunda,CD,2021-04-20 17:15:15,-6.4667,16.8167,73.58,92,100,0.74
296,Coquimbo,CL,2021-04-20 17:15:15,-29.9533,-71.3436,64.4,55,75,16.11
297,Umm Lajj,SA,2021-04-20 17:15:16,25.0213,37.2685,83.71,51,100,6.85
298,Jalu,LY,2021-04-20 17:15:16,29.0331,21.5482,73.94,16,13,10.89
299,Knysna,ZA,2021-04-20 17:15:16,-34.0363,23.0471,64.4,82,0,3.44
300,San Patricio,US,2021-04-20 17:15:17,28.017,-97.5169,78.01,56,20,0.4
301,Wabana,CA,2021-04-20 17:15:17,47.6332,-52.9481,41.0,87,90,24.16
302,Springfield,US,2021-04-20 17:12:56,37.2153,-93.2982,33.01,93,90,12.66
303,Chara,RU,2021-04-20 17:15:18,56.9064,118.2631,22.42,81,100,1.57
304,Roseburg,US,2021-04-20 17:14:15,43.2165,-123.3417,53.6,58,20,3.44
305,Westport,US,2021-04-20 17:15:18,41.1415,-73.3579,70.0,45,1,16.11
306,Natal,BR,2021-04-20 17:12:33,-5.795,-35.2094,87.8,62,40,13.8
307,Lagos,NG,2021-04-20 17:13:55,6.5833,3.75,89.6,66,40,4.61
308,Nesna,NO,2021-04-20 17:15:19,66.1967,13.0213,53.6,66,40,10.36
309,Fallon,US,2021-04-20 17:15:20,39.4735,-118.7774,60.01,18,40,8.05
310,Per,HU,2021-04-20 17:15:20,47.6115,17.8063,53.6,66,90,9.22
311,Norman Wells,CA,2021-04-20 17:15:21,65.282,-126.8329,33.8,75,20,26.46
312,Rockport,US,2021-04-20 17:15:21,28.0206,-97.0544,73.4,56,1,6.91
313,Provideniya,RU,2021-04-20 17:15:22,64.3833,-173.3,20.53,59,13,3.53
314,Novopokrovka,UA,2021-04-20 17:15:22,49.8425,36.5477,46.4,87,75,13.42
315,Conde,BR,2021-04-20 17:15:22,-7.2597,-34.9075,84.2,84,40,9.22
316,Muzhi,RU,2021-04-20 17:15:23,65.3667,64.6667,26.33,93,76,4.14
317,Carutapera,BR,2021-04-20 17:15:23,-1.195,-46.02,82.47,76,94,4.56
318,Fort Frances,CA,2021-04-20 17:14:26,48.5999,-93.4003,33.8,37,90,6.22
319,Wagar,SD,2021-04-20 17:15:24,16.1525,36.2032,99.63,13,17,12.19
320,Russell,US,2021-04-20 17:15:24,32.3502,-85.1999,73.0,37,75,3.44
321,Eureka,US,2021-04-20 17:15:25,40.8021,-124.1637,52.0,97,100,7.0
322,Cherskiy,RU,2021-04-20 17:15:25,68.75,161.3,30.9,68,69,17.2
323,Palmares Do Sul,BR,2021-04-20 17:15:25,-30.2578,-50.5097,75.34,47,68,11.52
324,Changji,CN,2021-04-20 17:15:26,44.0167,87.3167,64.4,27,0,4.47
325,Novo Oriente,BR,2021-04-20 17:15:26,-5.5344,-40.7742,90.54,39,99,3.71
326,Roma,US,2021-04-20 17:13:24,43.2128,-75.4557,46.99,66,90,16.11
327,Ishigaki,JP,2021-04-20 17:15:27,24.3448,124.1572,72.3,74,31,17.69
328,Port-Gentil,GA,2021-04-20 17:15:27,-0.7193,8.7815,84.2,84,20,5.75
329,Port Macquarie,AU,2021-04-20 17:15:28,-31.4333,152.9167,53.01,99,55,1.99
330,Santo Angelo,BR,2021-04-20 17:15:28,-28.2992,-54.2631,82.4,51,40,9.22
331,Moerai,PF,2021-04-20 17:15:28,-22.4333,-151.3333,76.55,71,86,16.11
332,Nalut,LY,2021-04-20 17:15:29,30.3333,10.85,79.45,12,3,4.21
333,Pedernales,DO,2021-04-20 17:15:29,18.0384,-71.744,88.68,46,5,15.52
334,Khatanga,RU,2021-04-20 17:15:30,71.9667,102.5,-15.07,100,91,2.95
335,Rawson,AR,2021-04-20 17:15:30,-43.3002,-65.1023,57.2,82,75,10.36
336,Morehead,US,2021-04-20 17:15:31,37.2711,-87.1764,68.0,40,1,8.05
337,Henties Bay,NA,2021-04-20 17:15:31,-22.116,14.2845,77.0,58,6,7.0
338,Progreso,MX,2021-04-20 17:15:32,21.2833,-89.6667,91.99,55,75,6.04
339,Gat,IL,2021-04-20 17:15:32,31.61,34.7642,71.01,100,3,1.01
340,Coihaique,CL,2021-04-20 17:15:32,-45.5752,-72.0662,48.2,76,75,3.44
341,Bam,IR,2021-04-20 17:15:33,29.106,58.357,78.85,16,0,7.54
342,Bulaevo,KZ,2021-04-20 17:15:33,54.9056,70.4439,30.7,52,23,11.39
343,Hambantota,LK,2021-04-20 17:15:34,6.1241,81.1185,80.47,82,34,12.26
344,Capitao Poco,BR,2021-04-20 17:15:34,-1.7464,-47.0594,83.34,75,89,1.77
345,Buguruslan,RU,2021-04-20 17:15:35,53.6554,52.442,40.55,43,26,9.89
346,Bontang,ID,2021-04-20 17:15:35,0.1333,117.5,77.76,88,100,7.14
347,Galt,US,2021-04-20 17:15:35,38.2546,-121.3,63.0,57,100,5.01
348,Batticaloa,LK,2021-04-20 17:15:36,7.7102,81.6924,81.07,79,15,8.01
349,Saldanha,ZA,2021-04-20 17:15:36,-33.0117,17.9442,75.2,41,75,6.91
350,Cambridge,CA,2021-04-20 17:15:06,43.3601,-80.3127,39.0,64,90,16.11
351,Bira,RU,2021-04-20 17:15:37,49.0,132.4667,31.5,39,1,3.51
352,Darhan,MN,2021-04-20 17:15:37,49.4867,105.9228,44.06,54,7,7.61
353,Puri,IN,2021-04-20 17:15:07,19.8,85.85,82.4,94,40,14.97
354,Monrovia,LR,2021-04-20 17:15:38,6.3005,-10.7969,86.0,74,40,5.75
355,Churapcha,RU,2021-04-20 17:15:39,62.0025,132.4325,-5.39,100,67,4.12
356,Luanda,AO,2021-04-20 17:15:39,-8.8368,13.2343,78.8,89,40,5.75
357,Qaqortoq,GL,2021-04-20 17:15:40,60.7167,-46.0333,44.6,39,75,6.91
358,Amazar,RU,2021-04-20 17:15:40,53.858,120.875,29.91,69,75,4.16
359,Alta Floresta,BR,2021-04-20 17:15:41,-9.8756,-56.0861,83.55,69,46,2.26
360,Khani,GE,2021-04-20 17:15:41,41.9563,42.9566,57.2,88,90,8.05
361,Banjar,ID,2021-04-20 17:15:42,-8.19,114.9675,78.8,83,20,4.61
362,Sena Madureira,BR,2021-04-20 17:15:42,-9.0656,-68.6569,81.28,73,86,4.18
363,Pirot,RS,2021-04-20 17:15:42,43.1531,22.5861,54.0,62,20,2.3
364,Sault Sainte Marie,CA,2021-04-20 17:11:13,46.5168,-84.3333,26.6,68,90,11.5
365,Riyadh,SA,2021-04-20 17:15:30,24.6877,46.7219,89.6,12,0,10.36
366,Qostanay,KZ,2021-04-20 17:15:04,53.1667,63.5833,33.8,51,0,4.47
367,Aden,YE,2021-04-20 17:11:02,12.7794,45.0367,82.31,70,5,11.81
368,Kargat,RU,2021-04-20 17:15:44,55.1956,80.2811,27.21,49,78,13.67
369,Kijang,KR,2021-04-20 17:15:44,35.2442,129.2139,59.0,44,0,2.3
370,San Jose,US,2021-04-20 17:11:33,37.3394,-121.895,59.0,67,90,5.75
371,Flin Flon,CA,2021-04-20 17:15:05,54.7682,-101.865,32.0,43,75,9.22
372,Bonthe,SL,2021-04-20 17:15:45,7.5264,-12.505,86.58,66,96,10.87
373,Yulara,AU,2021-04-20 17:15:45,-25.2406,130.9889,53.6,54,0,6.91
374,Ampanihy,MG,2021-04-20 17:15:46,-24.7,44.75,68.07,82,0,16.64
375,Panama City,PA,2021-04-20 17:12:38,8.9936,-79.5197,89.6,66,20,6.91
376,Maunabo,PR,2021-04-20 17:15:46,18.0072,-65.8993,86.0,73,93,8.01
377,Sorland,NO,2021-04-20 17:15:47,67.667,12.6934,46.4,81,0,19.57
378,Jibuti,DJ,2021-04-20 17:15:47,11.5,42.5,82.4,78,1,3.44
379,Hoquiam,US,2021-04-20 17:15:48,46.9809,-123.8893,55.0,87,90,4.61
380,Paita,PE,2021-04-20 17:15:48,-5.0892,-81.1144,89.6,48,0,12.66
381,Oyama,JP,2021-04-20 17:15:49,36.3,139.8,64.99,87,20,2.3
382,Muros,ES,2021-04-20 17:15:49,42.7762,-9.0603,60.01,87,39,14.0
383,Gopalpur,IN,2021-04-20 17:15:50,19.2667,84.9167,81.36,86,20,17.22
384,Plavinas,LV,2021-04-20 17:15:50,56.6178,25.7255,48.22,68,83,6.51
385,Yumen,CN,2021-04-20 17:15:51,40.2833,97.2,57.65,20,100,6.71
386,Kilindoni,TZ,2021-04-20 17:15:51,-7.9139,39.6668,77.22,87,100,13.31
387,Kuryk,KZ,2021-04-20 17:15:51,43.2,51.65,66.7,43,69,8.48
388,Ciudad Bolivar,VE,2021-04-20 17:15:52,8.1222,-63.5497,93.6,28,34,10.25
389,Avenal,US,2021-04-20 17:15:52,36.0041,-120.129,72.0,32,40,5.75
390,Bouna,CI,2021-04-20 17:15:52,9.2667,-3.0,93.81,36,95,10.78
391,Timiryazevskiy,RU,2021-04-20 17:15:53,56.49,84.8769,25.0,58,0,6.71
392,El Paso,US,2021-04-20 17:12:49,31.8001,-106.2005,73.4,17,1,12.66
393,Nacogdoches,US,2021-04-20 17:15:53,31.6002,-94.6335,72.0,53,1,5.75
394,Vedi,AM,2021-04-20 17:15:54,39.9142,44.7222,60.8,77,20,4.61
395,Portland,US,2021-04-20 17:14:46,45.5234,-122.6762,63.0,47,20,6.91
396,Qunduz,AF,2021-04-20 17:13:47,36.729,68.857,69.69,36,72,9.71
397,Oneonta,US,2021-04-20 17:15:55,42.4529,-75.0638,50.0,75,100,1.01
398,Cervo,ES,2021-04-20 17:15:55,43.6702,-7.4101,57.0,85,35,1.01
399,Iqaluit,CA,2021-04-20 17:15:55,63.7506,-68.5145,21.2,79,75,4.61
400,Velikooktyabrskiy,RU,2021-04-20 17:15:56,57.4333,33.8159,40.19,81,100,9.26
401,Hede,CN,2021-04-20 17:15:56,33.7681,120.2517,55.87,68,85,13.11
402,Katherine,AU,2021-04-20 17:15:57,-14.4667,132.2667,73.4,73,97,1.14
403,Abu Samrah,SY,2021-04-20 17:15:57,35.3029,37.1841,74.19,42,23,8.3
404,Nara,JP,2021-04-20 17:15:57,34.6851,135.8049,57.99,64,30,2.51
405,Saint-Pierre,RE,2021-04-20 17:15:58,-21.3393,55.4781,77.0,88,90,14.97
406,Aripuana,BR,2021-04-20 17:15:58,-9.1667,-60.6333,87.57,55,33,2.64
407,San Pedro,PH,2021-04-20 17:15:59,14.35,121.0167,82.4,78,75,6.91
408,Bathsheba,BB,2021-04-20 17:15:59,13.2167,-59.5167,84.2,54,40,23.02
409,Xinyang,CN,2021-04-20 17:16:00,32.1228,114.0656,56.39,98,100,4.94
410,Prince Rupert,CA,2021-04-20 17:16:00,54.3161,-130.3201,48.2,87,75,2.3
411,Emerald,AU,2021-04-20 17:16:00,-23.5333,148.1667,69.8,73,40,4.61
412,Zonguldak,TR,2021-04-20 17:16:01,41.25,31.8333,45.54,89,78,1.81
413,Graulhet,FR,2021-04-20 17:16:02,43.7669,1.9894,61.0,51,0,13.8
414,Ulaanbaatar,MN,2021-04-20 17:16:02,47.9077,106.8832,35.6,48,0,2.24
415,Aklavik,CA,2021-04-20 17:16:00,68.2191,-135.0107,23.0,86,90,10.36
416,Talakan,RU,2021-04-20 17:16:03,50.3167,130.3667,33.13,34,8,2.44
417,Arauco,CL,2021-04-20 17:16:04,-37.2463,-73.3175,55.4,94,90,6.91
418,Deputatskiy,RU,2021-04-20 17:16:04,69.3,139.9,3.0,97,100,2.84
419,Saint Anthony,US,2021-04-20 17:16:05,45.0205,-93.218,39.99,41,90,10.36
420,Sao Filipe,CV,2021-04-20 17:16:05,14.8961,-24.4956,73.26,73,99,17.2
421,Waddan,LY,2021-04-20 17:16:05,29.1614,16.139,75.52,20,59,12.37
422,Kelso,US,2021-04-20 17:11:39,46.1468,-122.9084,57.0,76,75,4.61
423,The Valley,AI,2021-04-20 17:15:59,18.217,-63.0578,86.0,65,40,18.41
424,Teahupoo,PF,2021-04-20 17:16:06,-17.8333,-149.2667,78.8,78,40,2.3
425,Bowmore,US,2021-04-20 17:16:07,34.9421,-79.3031,75.2,23,1,14.97
426,Vostok,RU,2021-04-20 17:16:07,46.4856,135.8833,28.09,47,0,9.53
427,Saint-Francois,FR,2021-04-20 17:16:08,46.4154,3.9054,60.8,41,0,4.61
428,Shobara,JP,2021-04-20 17:16:08,34.85,133.0167,48.99,89,24,1.01
429,Baherden,TM,2021-04-20 17:16:08,38.4362,57.4316,78.39,29,67,6.96
430,Vestmannaeyjar,IS,2021-04-20 17:16:09,63.4427,-20.2734,39.2,60,75,4.61
431,Magistralnyy,RU,2021-04-20 17:16:09,56.1725,107.4458,20.52,78,92,3.6
432,Ostrovnoy,RU,2021-04-20 17:16:10,68.0531,39.5131,36.41,85,85,21.5
433,Kharovsk,RU,2021-04-20 17:16:10,59.9642,40.1912,38.89,56,7,6.35
434,Sao Miguel Do Araguaia,BR,2021-04-20 17:16:10,-13.275,-50.1628,84.69,58,24,1.5
435,Sokolovo,RU,2021-04-20 17:16:11,52.5318,84.7896,21.24,76,8,2.95
436,Ozinki,RU,2021-04-20 17:16:11,51.1786,49.6769,45.43,49,100,21.05
437,Khirkiya,IN,2021-04-20 17:16:12,22.1674,76.8605,90.95,18,15,5.79
438,Sinjar,IQ,2021-04-20 17:16:12,36.3209,41.8754,79.38,25,100,10.0
439,Xining,CN,2021-04-20 17:16:12,36.6167,101.7667,48.09,49,91,1.68
440,Conceicao Da Barra,BR,2021-04-20 17:12:40,-18.5933,-39.7322,82.22,73,100,3.69
441,Jinan,CN,2021-04-20 17:11:16,36.6683,116.9972,66.99,46,100,4.09
442,Arys,KZ,2021-04-20 17:16:13,42.4252,68.795,55.4,94,90,6.71
443,Thunder Bay,CA,2021-04-20 17:15:05,48.4001,-89.3168,28.0,59,90,10.36
444,Dasoguz,TM,2021-04-20 17:16:14,41.8363,59.9666,64.4,48,0,11.5
445,Galle,LK,2021-04-20 17:16:14,6.0367,80.217,80.62,81,76,7.96
446,Flinders,AU,2021-04-20 17:16:15,-34.5833,150.8552,60.01,65,46,5.01
447,La Ronge,CA,2021-04-20 17:16:15,55.1001,-105.2842,32.0,47,64,6.91
448,Kruisfontein,ZA,2021-04-20 17:16:16,-34.0033,24.7314,66.0,77,89,1.01
449,Bonavista,CA,2021-04-20 17:16:16,48.6499,-53.1147,37.4,93,100,8.05
450,Leh,IN,2021-04-20 17:16:17,34.1667,77.5833,35.17,62,100,2.86
451,Coahuayana,MX,2021-04-20 17:16:17,18.7333,-103.6833,82.4,24,20,8.05
452,Anshun,CN,2021-04-20 17:16:17,26.25,105.9333,63.0,93,87,7.38
453,Kavaratti,IN,2021-04-20 17:16:18,10.5669,72.642,84.47,69,97,9.8
454,Vardo,NO,2021-04-20 17:16:18,70.3705,31.1107,46.4,53,0,18.41
455,Xapuri,BR,2021-04-20 17:16:19,-10.6517,-68.5044,84.2,79,75,5.75
456,Los Llanos De Aridane,ES,2021-04-20 17:16:19,28.6585,-17.9182,69.8,73,75,16.11
457,Forestville,US,2021-04-20 17:16:19,38.8451,-76.875,75.0,33,20,14.97
458,Saint John,CA,2021-04-20 17:14:52,45.2727,-66.0677,57.99,51,20,8.05
459,Bambous Virieux,MU,2021-04-20 17:16:20,-20.3428,57.7575,78.8,89,75,6.44
460,Sao Gabriel Da Cachoeira,BR,2021-04-20 17:16:21,-0.1303,-67.0892,78.8,89,90,9.22
461,Talaya,RU,2021-04-20 17:16:21,61.3833,152.75,11.8,91,84,4.21
462,Myaundzha,RU,2021-04-20 17:16:21,63.0494,147.1858,21.94,95,100,4.72
463,Zlatograd,BG,2021-04-20 17:16:22,41.3833,25.1,54.0,79,87,1.01
464,Kamenka,RU,2021-04-20 17:16:22,51.3223,42.7678,48.0,96,100,15.99
465,Sulangan,PH,2021-04-20 17:16:23,11.1373,123.7228,82.42,78,100,15.3
466,Javanrud,IR,2021-04-20 17:16:23,34.7961,46.5172,68.7,32,98,6.2
467,Caramay,PH,2021-04-20 17:16:23,10.1815,119.236,79.63,82,100,5.86
468,Kattivakkam,IN,2021-04-20 17:16:24,13.2167,80.3167,84.2,79,20,8.05
469,Dakar,SN,2021-04-20 17:16:24,14.6937,-17.4441,73.4,78,0,13.8
470,Abu Kamal,SY,2021-04-20 17:16:25,34.4506,40.9171,91.92,14,100,8.01
471,Balkanabat,TM,2021-04-20 17:16:25,39.5108,54.3671,80.56,28,51,8.81
472,Mecca,SA,2021-04-20 17:16:26,21.4267,39.8261,90.54,27,11,6.64
473,Alofi,NU,2021-04-20 17:16:26,-19.0595,-169.9187,73.4,100,75,3.44
474,Kouqian,CN,2021-04-20 17:16:26,43.6391,126.4578,48.43,30,32,4.59
475,Ruwi,OM,2021-04-20 17:16:27,23.5996,58.5507,86.0,42,0,1.14
476,Tottori,JP,2021-04-20 17:16:27,35.5,134.2333,51.22,91,45,3.27
477,Angra Dos Reis,BR,2021-04-20 17:16:28,-23.0067,-44.3181,77.0,61,40,14.97
478,Mareeba,AU,2021-04-20 17:16:28,-17.0,145.4333,73.99,100,75,2.3
479,Doha,QA,2021-04-20 17:16:29,25.2867,51.5333,84.99,39,0,2.3
480,Kropotkin,RU,2021-04-20 17:16:29,45.4375,40.5756,55.0,68,83,13.62
481,Manjacaze,MZ,2021-04-20 17:16:30,-24.7117,33.8828,67.26,77,6,5.1
482,Chimbote,PE,2021-04-20 17:16:30,-9.0853,-78.5783,73.33,72,9,9.78
483,Taksimo,RU,2021-04-20 17:16:31,56.3444,114.8794,28.0,80,100,3.6
484,Guliston,UZ,2021-04-20 17:16:31,40.4897,68.7842,61.79,69,97,11.23
485,Weiden,DE,2021-04-20 17:16:32,49.6775,12.1567,57.2,51,1,9.22
486,Nelson Bay,AU,2021-04-20 17:16:32,-32.7167,152.15,60.8,59,23,12.66
487,Ler,SS,2021-04-20 17:16:32,8.3018,30.1418,93.45,25,81,4.05
488,San Fernando,PH,2021-04-20 17:16:33,15.0286,120.6898,78.8,89,75,2.3
489,Tocopilla,CL,2021-04-20 17:16:33,-22.092,-70.1979,71.47,65,13,8.55
490,Jatai,BR,2021-04-20 17:14:07,-17.8814,-51.7144,85.1,33,8,5.91
491,Ombessa,CM,2021-04-20 17:16:34,4.603,11.2565,83.5,61,46,2.06
492,Raga,SS,2021-04-20 17:16:34,8.4596,25.678,89.04,31,98,1.34
493,Beloha,MG,2021-04-20 17:16:35,-25.1667,45.05,70.36,75,48,16.2
494,Usogorsk,RU,2021-04-20 17:16:35,63.4106,48.6872,38.95,66,9,3.42
495,Karaton,ID,2021-04-20 17:16:36,-6.3424,106.1045,78.8,78,20,4.61
496,Grand Gaube,MU,2021-04-20 17:16:36,-20.0064,57.6608,78.01,83,100,3.0
497,Linqing,CN,2021-04-20 17:16:37,36.8456,115.7117,57.61,61,100,5.39
498,Anito,PH,2021-04-20 17:16:37,12.4497,125.2886,78.75,84,100,9.98
499,Dingle,PH,2021-04-20 17:16:38,10.9995,122.6711,77.2,83,99,7.9
500,Impfondo,CG,2021-04-20 17:16:38,1.6381,18.0667,80.69,68,88,3.11
501,Noumea,NC,2021-04-20 17:16:38,-22.2763,166.4572,75.0,94,20,1.14
502,Cap Malheureux,MU,2021-04-20 17:16:39,-19.9842,57.6142,78.01,83,100,3.0
503,Porto Nacional,BR,2021-04-20 17:16:39,-10.7081,-48.4172,82.4,74,75,6.91
504,Rundu,NA,2021-04-20 17:16:40,-17.9333,19.7667,68.83,34,0,5.06
505,Choix,MX,2021-04-20 17:16:40,26.7092,-108.3219,86.77,15,0,2.73
506,Praia Da Vitoria,PT,2021-04-20 17:16:40,38.7333,-27.0667,71.6,56,20,13.38
507,Chicama,PE,2021-04-20 17:16:41,-7.8447,-79.1469,68.0,83,16,14.97
508,Jacareacanga,BR,2021-04-20 17:16:41,-6.2222,-57.7528,87.8,62,40,2.3
509,Nadym,RU,2021-04-20 17:16:42,65.5333,72.5167,6.73,96,37,5.14
510,Kato Khorion,GR,2021-04-20 17:16:42,35.05,25.7833,60.8,77,40,21.85
511,Sakaiminato,JP,2021-04-20 17:16:42,35.55,133.2333,48.2,93,20,3.44
512,Inhambane,MZ,2021-04-20 17:16:43,-23.865,35.3833,71.6,78,19,10.09
513,Palmer,US,2021-04-20 17:16:43,42.1584,-72.3287,71.6,26,75,18.41
514,Nuuk,GL,2021-04-20 17:16:44,64.1835,-51.7216,33.8,86,90,2.3
515,Arrifes,PT,2021-04-20 17:16:44,37.7667,-25.7,64.4,88,75,13.8
516,Baykit,RU,2021-04-20 17:16:44,61.67,96.37,22.84,93,100,3.89
517,Ilulissat,GL,2021-04-20 17:16:45,69.2167,-51.1,19.4,68,40,6.91
518,Bracciano,IT,2021-04-20 17:16:45,42.1031,12.1754,57.99,70,48,6.2
519,Ahipara,NZ,2021-04-20 17:16:46,-35.1667,173.1667,60.8,95,30,5.91
520,Agua Verde,MX,2021-04-20 17:16:46,22.9,-106.05,84.2,42,1,6.91
521,Dillon,US,2021-04-20 17:16:47,34.4166,-79.3712,75.99,33,1,10.36
522,Champerico,GT,2021-04-20 17:16:47,14.3,-91.9167,87.8,74,75,6.91
523,Alibag,IN,2021-04-20 17:16:48,18.6411,72.8792,84.2,79,20,6.91
524,Ouro Preto Do Oeste,BR,2021-04-20 17:16:48,-10.7481,-62.2158,81.23,80,79,4.45
525,Alyangula,AU,2021-04-20 17:16:49,-13.8483,136.4192,77.0,100,96,7.49
526,Adrar,MR,2021-04-20 17:16:49,20.5022,-10.0711,98.49,3,86,15.19
527,Mayachnyy,RU,2021-04-20 17:16:49,52.6839,55.685,36.7,47,0,7.58
528,Yaan,NG,2021-04-20 17:16:50,7.3833,8.5667,93.79,38,97,4.34
529,Berezovyy,RU,2021-04-20 17:16:50,51.6667,135.7,26.02,89,36,4.27
530,Trinidad,BO,2021-04-20 17:16:51,-14.8333,-64.9,87.8,66,40,4.61
531,Kolpashevo,RU,2021-04-20 17:14:02,58.3131,82.9089,21.0,94,100,8.61
532,Sangar,RU,2021-04-20 17:16:51,63.9242,127.4739,-4.65,99,84,3.24
533,Atasu,KZ,2021-04-20 17:16:52,48.6814,71.6433,29.14,36,19,19.44
534,Kedainiai,LT,2021-04-20 17:16:52,55.2883,23.9747,59.0,36,0,4.61
535,Narsaq,GL,2021-04-20 17:16:53,60.9167,-46.05,44.6,39,75,6.91
536,Skjervoy,NO,2021-04-20 17:16:53,70.0311,20.9714,50.0,46,0,8.05
537,Yanliang,CN,2021-04-20 17:16:54,34.6592,109.2292,55.4,94,90,11.18
538,Tongchuan,CN,2021-04-20 17:16:54,35.0806,109.0897,53.37,97,100,3.83
539,Preetz,DE,2021-04-20 17:16:54,54.2333,10.2833,57.99,41,0,3.69
540,Lao Cai,VN,2021-04-20 17:16:55,22.4833,103.95,75.76,84,10,1.14
541,Sinnamary,GF,2021-04-20 17:16:55,5.3833,-52.95,77.11,90,100,8.14
542,Penzance,GB,2021-04-20 17:16:56,50.1186,-5.5371,55.99,62,0,13.8
543,Nahrin,AF,2021-04-20 17:16:56,36.0649,69.1334,58.64,57,36,3.09
544,Anchorage,US,2021-04-20 17:16:56,61.2181,-149.9003,46.4,61,1,3.44
545,Bud,US,2021-04-20 17:16:57,39.447,-86.1758,46.99,70,90,4.61
546,Zyryanka,RU,2021-04-20 17:16:57,65.75,150.85,33.46,68,30,28.36
547,Manaure,CO,2021-04-20 17:16:58,11.7751,-72.4445,89.04,47,87,27.07
548,Beihai,CN,2021-04-20 17:16:58,21.4833,109.1,76.95,89,29,16.31
549,Seoul,KR,2021-04-20 17:15:21,37.5683,126.9778,50.0,76,0,4.61
550,South Sioux City,US,2021-04-20 17:16:59,42.4739,-96.4136,41.0,33,75,13.8
551,Labuhan,ID,2021-04-20 17:16:59,-6.8844,112.2051,76.3,80,32,4.9
552,El Cope,PA,2021-04-20 17:17:00,8.6167,-80.6,87.8,70,40,10.36
553,Sterling,US,2021-04-20 17:17:00,39.0062,-77.4286,73.99,30,20,14.97
554,Seinajoki,FI,2021-04-20 17:14:16,62.7945,22.8282,55.0,24,0,6.91
555,Kuna,US,2021-04-20 17:14:55,43.4918,-116.4201,50.0,21,1,13.8
556,Dawlatabad,AF,2021-04-20 17:17:01,36.4141,64.9053,71.6,28,67,7.07
557,Asosa,ET,2021-04-20 17:17:01,10.0667,34.5333,78.49,21,87,2.08
558,Uhlove,UA,2021-04-20 17:17:02,44.8215,33.6045,48.99,78,100,12.46
559,Curup,ID,2021-04-20 17:17:02,-3.4667,102.5333,69.12,99,100,0.72
560,Santiago Del Estero,AR,2021-04-20 17:14:35,-27.7951,-64.2615,92.3,26,6,18.95
561,Eucaliptus,BO,2021-04-20 17:17:03,-17.5833,-67.5167,64.4,36,20,4.61
562,Huilong,CN,2021-04-20 17:17:03,31.8111,121.655,62.01,89,94,4.0
563,Balabac,PH,2021-04-20 17:17:04,7.9868,117.0645,81.27,79,97,12.82
564,Mirabad,AF,2021-04-20 17:17:04,30.4362,61.8383,81.39,16,0,21.99
565,Kamaishi,JP,2021-04-20 17:17:05,39.2667,141.8833,43.38,60,1,9.89
566,Lazaro Cardenas,MX,2021-04-20 17:17:05,17.9583,-102.2,83.52,33,98,6.06
